"Tmax[1]" "Tmax[2]" "Tmax[3]" "Tmax[4]" "Tmax[5]" "Tmax[6]" "Tmin[1]" "Tmin[2]" "Tmin[3]" "Tmin[4]" "Tmin[5]" "Tmin[6]" "beta0[1]" "beta0[2]" "beta0[3]" "beta0[4]" "beta0[5]" "beta0[6]" "beta1[1]" "beta1[2]" "beta1[3]" "beta1[4]" "beta1[5]" "beta1[6]" "beta2[1]" "beta2[2]" "beta2[3]" "beta2[4]" "beta2[5]" "beta2[6]" "log_scaleBeta1" "log_scaleBeta2" "logit_amplitudeMean[1]" "logit_amplitudeMean[2]" "logit_amplitudeMean[3]" "logit_amplitudeMean[4]" "logit_amplitudeMean[5]" "logit_amplitudeMean[6]" "logit_shapeMean[1]" "logit_shapeMean[2]" "logit_shapeMean[3]" "logit_shapeMean[4]" "logit_shapeMean[5]" "logit_shapeMean[6]"
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
40.7575177721549 53.3880005533196 26.8888709456589 38.6468305941789 30.5115949179123 29.7965787134028 -2.49167122077523 -8.73136240266338 -16.6755200675552 0.995056707251802 -2.74602670327513 -15.3806125169746 1.26491194823217 0.999603046455516 1.10368584912166 3.70751803261937 1.06775084101692 1.14778192394675 0.00262956459079578 -0.0684946321270037 0.0419464793716463 0.186176171167366 -0.0127581500514883 0.201111837985075 0.000558240237241732 -0.0291431109184165 -0.00813076473896131 -0.0195339744000721 0.0040174435225125 0.0368945663202028 -1.13580014225643 -1.11967881159895 -2.60995124045474 -1.34809000360814 -2.80797126885712 -3.06519825528622 -2.95991253896886 -1.11956133669083 3.02528567218932 4.01230691814787 5.81357144351579 0.528664503912826 2.34054041477261 1.76347409451185
