"Tmax[1]" "Tmax[2]" "Tmax[3]" "Tmax[4]" "Tmax[5]" "Tmax[6]" "Tmin[1]" "Tmin[2]" "Tmin[3]" "Tmin[4]" "Tmin[5]" "Tmin[6]" "beta0[1]" "beta0[2]" "beta0[3]" "beta0[4]" "beta0[5]" "beta0[6]" "beta1[1]" "beta1[2]" "beta1[3]" "beta1[4]" "beta1[5]" "beta1[6]" "beta2[1]" "beta2[2]" "beta2[3]" "beta2[4]" "beta2[5]" "beta2[6]" "log_scaleBeta1" "log_scaleBeta2" "logit_amplitudeMean[1]" "logit_amplitudeMean[2]" "logit_amplitudeMean[3]" "logit_amplitudeMean[4]" "logit_amplitudeMean[5]" "logit_amplitudeMean[6]" "logit_shapeMean[1]" "logit_shapeMean[2]" "logit_shapeMean[3]" "logit_shapeMean[4]" "logit_shapeMean[5]" "logit_shapeMean[6]"
41.3990084138929 54.349100482859 27.0656847566676 39.7189015762815 30.3127059803204 29.3248928845293 -3.48319869408948 -7.59464077497652 -16.4391639585256 1.03901575735801 -1.97625136638479 -13.943088737662 1.46191053983713 1.37128163913364 0.985306036434392 3.3756355087377 0.291180883826786 0.776235710735364 -0.169766934634563 -0.152305133572717 1.24748040187277 1.41540080756509 -0.637610467591821 0.571235035175052 0.00420729921367886 -0.000304986944756733 -0.0955923334212327 -0.08969187868314 0.0309703340074013 -0.000822800731088252 -2.21020372700703 -2.54239084661149 -3.45939362877062 -1.62420980789206 -2.69487133815005 -3.04673087886642 -2.10384337972427 -2.4903197586127 0.345102003593422 2.59645459632823 6.90962670062952 0.0511863141354208 4.22431174240872 3.80479195323503
41.3989330507207 54.3487497254033 27.0658983141667 39.7193293599844 30.3116491336352 29.3250410201395 -3.48373070650868 -7.5942096331755 -16.4385085701944 1.03883798740476 -1.97524358091274 -13.9431908130523 1.46191462802884 1.37177620551725 0.985229935296326 3.37587709676943 0.290957660590971 0.776842895129026 -0.169774313201788 -0.154385841524782 1.24704876677813 1.41553871938362 -0.637521446284365 0.571914124051454 0.00416790503515751 -0.000185973513035839 -0.0956610008732741 -0.0901975840477882 0.0308840201518397 -0.000944956094514637 -2.21115883415372 -2.54264216167285 -3.45973226079118 -1.62340199699559 -2.69456272246724 -3.04676588952128 -2.10399670523603 -2.49085048874461 0.344762958936234 2.59621989708287 6.90924682519106 0.0498594521976708 4.22509723517624 3.80421124273891
41.3977202737551 54.3492672619823 27.0667289068293 39.7183319987355 30.3132913841175 29.3262705243448 -3.4839969715144 -7.59690600473008 -16.4370987756164 1.03709521247785 -1.9756616247947 -13.9454816044446 1.46201647473968 1.37068918999649 0.985097127387548 3.37545714893432 0.291983970407268 0.774665505150758 -0.169564032148305 -0.155357810693681 1.24578123783156 1.41494478026009 -0.638657435573249 0.56777004696909 0.00418225151211409 -6.55291294437533e-05 -0.0960434819927655 -0.0902138227365374 0.0310670206604103 -0.00149419131411069 -2.21064830265969 -2.54561498066193 -3.45970864903074 -1.62327989921065 -2.69502013726616 -3.04609134026368 -2.10374574458976 -2.49375548813379 0.344709085144204 2.59446490375081 6.90954496763167 0.0518734086488306 4.22393430280473 3.80585601944187
41.3986651747929 54.348980393216 27.0659426539022 39.7220808394122 30.3077253475529 29.3254777023008 -3.4849794361559 -7.59454823959693 -16.4353785589095 1.04014878582595 -1.97046261790005 -13.9418127715738 1.46189579051517 1.37355288359882 0.984986520113859 3.37678629066716 0.28988329393537 0.780227998579034 -0.169740739312255 -0.157085476956644 1.24791973143359 1.41316598183753 -0.637168128035726 0.574788758739134 0.00418728904546402 4.15143190465429e-05 -0.0960906769774973 -0.0901279562279316 0.0310429642541169 -0.00166738563827981 -2.21409987756901 -2.54180754952182 -3.45972715211668 -1.62170996441036 -2.69383557818765 -3.04794314948848 -2.10414607267674 -2.49147180695374 0.343060900025287 2.59582042534133 6.90867952670683 0.0482192380374971 4.22968972066412 3.80206894968606
41.3980660141485 54.3490744759912 27.0683074617809 39.7196849257452 30.310356106148 29.3261531986303 -3.48457272779564 -7.59842942682261 -16.4332700423342 1.03545896620117 -1.9728261538301 -13.9453261779495 1.46206790018268 1.37200453681063 0.984830001917144 3.37604218827511 0.291597165400291 0.77663808292088 -0.169153251337938 -0.160445029305814 1.24682802370781 1.41339193353717 -0.639613872361115 0.568701405177457 0.00410317780882738 0.000170837408685082 -0.0964650511031452 -0.0904644286177235 0.031213354845011 -0.00191599092409005 -2.21433262725639 -2.54523669281663 -3.45891752805589 -1.6218567785386 -2.6941529347175 -3.04718268439351 -2.10403033720912 -2.49441098490216 0.34317109411239 2.59247200259842 6.9093255909475 0.0502113103234658 4.22546637851626 3.80539488390399
41.396719347774 54.348536005699 27.0716753467785 39.7157159205918 30.3151664249887 29.3252030132594 -3.48371543313607 -7.60292500633139 -16.4293770956565 1.02697532630341 -1.97984985152861 -13.9494940072184 1.46240095900564 1.36954340935948 0.984599523578463 3.3747154493612 0.294395081618883 0.771109415988639 -0.169299341571812 -0.162593523365822 1.2448131889424 1.4151534936121 -0.645691820986502 0.559170052681047 0.00417118739298587 0.000221137985881347 -0.0964754558199254 -0.0904270121625417 0.0314249437006937 -0.000578681559502857 -2.21622972468401 -2.55041290576492 -3.45916922313174 -1.62030740176678 -2.69325270076531 -3.04526811848701 -2.10479302606952 -2.49846349993249 0.343243607464043 2.58920757133179 6.91149017198216 0.0510688610213376 4.21531726340258 3.81364651941165
41.3970609682392 54.3477188630976 27.0713716636451 39.7153248029118 30.3154426427238 29.3249585808381 -3.48369203671826 -7.60267935710373 -16.4306909026116 1.02733619491577 -1.98106465119528 -13.9487891808689 1.4623941940355 1.36991911651181 0.98461740446655 3.37469990261477 0.29431391930376 0.77114011681088 -0.169361631830539 -0.16317505705018 1.24616353880465 1.41585746002336 -0.646189244366939 0.56016152515052 0.00416057834692822 0.000326476385173008 -0.0958455244753211 -0.0901189282512518 0.0314169157433039 -0.000422087799796634 -2.21551582245319 -2.54941636262834 -3.45912514140521 -1.62152240092833 -2.69294161700563 -3.04492385486046 -2.10534185711039 -2.49738336538187 0.343454612415057 2.58953800633708 6.91223867370839 0.0509284688504726 4.21427637792544 3.81391984546903
41.3979701075898 54.3486695263306 27.0699053819285 39.7174486666731 30.3135070661912 29.3243217913451 -3.48315728535709 -7.60061234813336 -16.4312024028673 1.02952709091416 -1.9782346030393 -13.9463565244636 1.46225736975351 1.37074414894748 0.984717994132854 3.37532520658902 0.293088667755983 0.774058396418321 -0.169703084054221 -0.158678911804771 1.24617401973181 1.41499397689646 -0.643462829256319 0.563952160544963 0.0041675541404118 3.79941885977255e-05 -0.096148467069891 -0.0899410232991489 0.031641491099773 -0.000721772704673663 -2.21644592279082 -2.5466127806381 -3.45883415984617 -1.62016983158959 -2.69303093025727 -3.04583648636896 -2.10467496787985 -2.49521969067713 0.343256318561265 2.59207316430312 6.91151524282344 0.050062706110691 4.21787177415718 3.81105335219669
41.3974168113608 54.3478526643157 27.0661347831406 39.7208850234947 30.3094311752007 29.325506127057 -3.48445135006483 -7.59662495269376 -16.4349693953052 1.03832120483355 -1.97370692964706 -13.942050263333 1.4620068276827 1.37346135646944 0.984913006806753 3.37658399453292 0.29032106088025 0.778488166003238 -0.169877036619642 -0.156164974280611 1.24895159184565 1.41247048853143 -0.639285264390687 0.573278504374721 0.00417004167622254 -4.08258014301585e-05 -0.0960413241177925 -0.0896995981661986 0.0315537214855181 -0.00184195894068556 -2.21429132662954 -2.54330356226022 -3.45849123787464 -1.62317835917746 -2.69336626080186 -3.04789354932472 -2.10409173507722 -2.49202730971849 0.343209520016077 2.59473026249654 6.9105736638147 0.0502673141489715 4.22832239248082 3.80484222405981
41.395782431787 54.3468449638933 27.0668602619304 39.7195375565029 30.3110680697304 29.3271743368263 -3.48488837682163 -7.59845897373735 -16.4361548468381 1.03874202199463 -1.97595792632506 -13.9431654677191 1.46204503380533 1.37261689979757 0.984889019082639 3.37596944528054 0.291050451231474 0.776241764367905 -0.170104965237007 -0.156884528827765 1.24997327523796 1.41212422792109 -0.640776904455592 0.571319881205866 0.00418014444763356 1.38202969846573e-05 -0.0962804516397893 -0.0897502011312349 0.0318199755852545 -0.00192052526639803 -2.21179537141295 -2.54560721211708 -3.45822909320322 -1.62679215588298 -2.69373975541387 -3.04759326226497 -2.10438477767216 -2.49357038897086 0.344263026438424 2.5919326340815 6.91132924594767 0.0530340976434878 4.22834000737743 3.80649092373199
