"Tmax[1]" "Tmax[2]" "Tmax[3]" "Tmax[4]" "Tmax[5]" "Tmax[6]" "Tmin[1]" "Tmin[2]" "Tmin[3]" "Tmin[4]" "Tmin[5]" "Tmin[6]" "beta0[1]" "beta0[2]" "beta0[3]" "beta0[4]" "beta0[5]" "beta0[6]" "beta1[1]" "beta1[2]" "beta1[3]" "beta1[4]" "beta1[5]" "beta1[6]" "log_scaleBeta1" "logit_amplitudeMean[1]" "logit_amplitudeMean[2]" "logit_amplitudeMean[3]" "logit_amplitudeMean[4]" "logit_amplitudeMean[5]" "logit_amplitudeMean[6]" "logit_shapeMean[1]" "logit_shapeMean[2]" "logit_shapeMean[3]" "logit_shapeMean[4]" "logit_shapeMean[5]" "logit_shapeMean[6]"
50.7505509213232 51.7363190147764 27.6360513795543 38.900333168462 25.2507650327185 25.5868329592643 -5.36237676314609 -11.0340799782515 -11.6214050016 0.0592617280279006 -9.69289632535384 -18.7461690402468 0.0989613662381185 -0.514411891005465 0.157653727491632 1.57978987086302 1.65252819368526 -0.183517723043216 -0.0133420376274416 -0.0338125230601704 -0.066299173194207 -0.131013770731993 -0.33010285623722 0.953369176019094 -1.13159860838933 -3.47873100738854 -1.73692925279315 -2.46297663708723 -3.00281688205814 -2.63455727582469 0.150657777098475 0.0558719037266613 2.8807919065778 8.7469281403585 0.318249802408015 5.73351311245418 1.03375918053673
50.5270407238473 53.1425319854606 26.9906040498303 40.0156708305938 25.6473767032228 26.8555240804262 -5.14397249882635 -11.5930054004142 -11.5701095986223 0.75491393797915 -9.36474864084431 -17.8463129543407 -0.0472398309594528 0.244761860161394 -0.244325399550838 1.35048388699706 1.77455658449705 -2.13748238449201 -0.00366967239605284 -0.0699106838216864 -0.036636426420315 -0.132959558415372 -0.870372648874655 0.910553857606828 -1.0337989271356 -3.49555759054022 -1.63772141605692 -2.46233606582225 -3.04254437442766 -2.59516614536281 0.139371428073324 0.00550463650808279 3.36601543137658 8.13102887518072 0.197347519210697 6.51097707361031 0.316798296265045
50.1696545281686 53.1801374524907 26.9906645838505 39.7796538672733 25.7319323894664 27.0277725521951 -5.08551364584821 -11.3731186825876 -11.8510893819272 0.899184635485098 -9.07656859079214 -17.7982751630228 -0.0166069018521958 0.232349243913004 -0.18818110026943 1.36381419795016 1.75428722095224 -2.45827760030005 -0.00465099240702272 -0.0708786453843286 -0.0430214034246443 -0.139443019107066 -0.905906636875818 0.889191017205001 -1.12623979139738 -3.49301347308399 -1.63908842480895 -2.47122917691725 -3.04897597734683 -2.57656851130412 -0.0439548996368045 0.0241414025227514 3.31516037846397 8.10317351327373 0.193457024679797 6.57457151184322 0.156549486352278
51.1500614505404 51.8790654590122 27.6300640325315 39.244027649237 25.1760852251902 25.5118395238328 -5.39241467303909 -11.2775098301241 -11.4716556662247 0.0560114357417534 -10.0034592665829 -18.6854117239512 0.0811323455286678 -0.462452902594513 0.0830329753753083 1.56618149160612 1.70817942958558 0.063443347398396 -0.0124769714610838 -0.0418003530110871 -0.0610671862045967 -0.13110467800678 -0.385517972447213 0.957830122003066 -0.981585713409158 -3.48043979910071 -1.72371955921879 -2.46053350456533 -3.00443435953736 -2.65393186773202 0.251412712627149 0.0369282468793312 2.94286942365299 8.76818137191092 0.320543424709039 5.7201890799368 1.31670397127707
51.0659861760729 52.0232866998165 27.4455843736264 39.2921653221818 25.2689366759342 25.7158558253981 -5.31936670430205 -11.3593488706763 -11.4661812003192 0.214481664890037 -9.81781384811524 -18.5316706268326 0.0868206487074392 -0.374201772855349 0.0463785548955272 1.52143962827661 1.76347392267992 -0.216868945795725 -0.0115861015716333 -0.0437379439859079 -0.054279116127268 -0.131061442012547 -0.361808490279223 0.969695244149086 -0.915622377517254 -3.48834461102359 -1.71721840584117 -2.46832652902094 -3.00150823368135 -2.66057807578068 0.292715044831011 0.0335999399329873 2.98835328474596 8.65672501928169 0.289222913363597 5.86748174963805 1.08491085820885
50.9719675276666 51.9982417496531 27.5508759875199 39.2593772602196 25.2805875330288 25.7248493165213 -5.36421583553556 -11.1895975373483 -11.5597468561513 0.219703329592122 -9.80504247203461 -18.4881088237236 0.0775001207850499 -0.352797921494885 0.086764052109798 1.55372875340077 1.80944726302932 -0.231205238370975 -0.0113307710374046 -0.0468624016663937 -0.0603840558267658 -0.145556684166733 -0.457055097068439 1.0028831984544 -0.961531539996117 -3.48777231136434 -1.71288125987029 -2.47119230017773 -3.01153211099784 -2.6419301017321 0.254998803282079 0.0400821225580109 2.98378836382222 8.71609443059443 0.253352203613522 5.88562043967455 1.12360250805203
51.0215695134227 51.9366554959437 27.6499433400473 39.1790456667231 25.3041586721681 25.7707219198625 -5.30259854526406 -11.033926640576 -11.6849376989116 0.192736075436017 -9.80889468074132 -18.4564713593128 0.0844547280824208 -0.290099359239067 0.0629554048760002 1.6178013725117 1.77570282687438 -0.105700620219182 -0.0121530221842477 -0.0423418441748961 -0.0663824599762836 -0.159002404929886 -0.507964927277983 0.978762704061651 -0.983108201105996 -3.48432140421852 -1.71365638255313 -2.46865195036812 -3.02920313695512 -2.64633518091172 0.22637843738149 0.0378264761060779 2.98714747659119 8.83796142154227 0.224547249328962 5.81127189426552 1.30855177619791
51.0740792163757 51.8754665489391 27.6885388519654 39.1704473409005 25.3082313187394 25.7650063034561 -5.28645585447878 -11.0003526856937 -11.6948848323839 0.139514648873958 -9.85360910102017 -18.4799667847325 0.0862881654681085 -0.269372997539846 0.028315649899602 1.63783248922111 1.75251813320319 -0.0239366345398321 -0.0124270582185225 -0.041936796168114 -0.0627801392403703 -0.164261787711925 -0.49525373277962 0.978566085534892 -0.999931820519146 -3.48549917248189 -1.71323373149329 -2.46283213098181 -3.03740206057048 -2.64535247330169 0.238667252881082 0.0343927681191948 3.00477133381734 8.88828513914656 0.226458199111535 5.77180731288274 1.38206544036912
50.9828714524729 51.776742644751 27.7067093243759 39.0472798012923 25.2951745630541 25.7448912453066 -5.33788060760561 -10.8931538756701 -11.6734578880284 0.145899068101656 -9.77567974977138 -18.4807790993578 0.104625119698536 -0.323934887872121 0.0584966391842345 1.66223558710547 1.72912835735436 -0.0203015265373604 -0.0136859480963929 -0.033017894195693 -0.0621943423646312 -0.16104831163001 -0.42154148515049 1.00298876661955 -1.07619999503742 -3.48065888820983 -1.72421268395616 -2.46533980966105 -3.03152663958725 -2.64350034753427 0.229657550227343 0.0494020043348088 2.95540123744078 8.91066902055113 0.211925918363327 5.75540121302501 1.30881369739701
50.8274316204257 51.7343788263809 27.6866906296288 38.9728102551114 25.3106660713468 25.7643582416331 -5.33227369804534 -10.8501088035254 -11.7772395022074 0.173133356854978 -9.72151592938595 -18.5427424922683 0.135642861488116 -0.367701668361653 0.0488689872241333 1.66501535824475 1.68052545408464 -0.116300217322472 -0.0151052286959098 -0.0303031975786899 -0.059765268469495 -0.151351690247721 -0.368103403045946 0.992952592301223 -1.15720815585341 -3.47586887678599 -1.73569529001876 -2.45320131551952 -3.03301073763574 -2.65436372574024 0.130746108870888 0.0628932560589679 2.92627457724833 8.90082738957005 0.232628398345549 5.74617522407618 1.27764754195777
50.9121324049206 51.6805395911061 27.7163567501892 38.9753221484472 25.2573788304188 25.6743306474692 -5.35767361958472 -10.8764152682181 -11.7467981512434 0.128736417604355 -9.81109774353675 -18.6009543460339 0.155380051776605 -0.410943429657666 0.0533238799714922 1.68840616917254 1.64219867150384 0.0552515004085518 -0.0166220707053704 -0.0298201981373867 -0.0609006403616572 -0.148107392879672 -0.328873704492898 0.977665553890299 -1.1640719545667 -3.47443416525761 -1.7479608917204 -2.45145264891389 -3.02960503487867 -2.67042589009361 0.121144182839712 0.067265953823066 2.8920231127537 8.95021831356994 0.233119102417308 5.67294106467623 1.41350639626922
50.8857472830137 51.6779163654638 27.738298221238 38.9228802005615 25.2120818013545 25.6576201432288 -5.3783484057969 -10.8735130705147 -11.8023450013198 0.0733314169988117 -9.85357126890687 -18.6605735393096 0.159331105838635 -0.42959790948291 0.0674842001093223 1.69557990570553 1.62204764691451 0.0591944154129094 -0.016127083040191 -0.0252796284198777 -0.0653476346320808 -0.153903102806659 -0.314067164184672 0.983262996021391 -1.20107726401431 -3.47547064747802 -1.75392183361545 -2.45047199598747 -3.03952538412624 -2.67154127687013 0.0764377253289352 0.071269962783114 2.87301396477774 8.96825177053179 0.236884698657371 5.64530526242215 1.46337355606294
50.8857472830137 51.6779163654638 27.738298221238 38.9228802005615 25.2120818013545 25.6576201432288 -5.3783484057969 -10.8735130705147 -11.8023450013198 0.0733314169988117 -9.85357126890687 -18.6605735393096 0.159331105838635 -0.42959790948291 0.0674842001093223 1.69557990570553 1.62204764691451 0.0591944154129094 -0.016127083040191 -0.0252796284198777 -0.0653476346320808 -0.153903102806659 -0.314067164184672 0.983262996021391 -1.20107726401431 -3.47547064747802 -1.75392183361545 -2.45047199598747 -3.03952538412624 -2.67154127687013 0.0764377253289352 0.071269962783114 2.87301396477774 8.96825177053179 0.236884698657371 5.64530526242215 1.46337355606294
50.7495868995759 51.615897817143 27.7430018467442 38.810667853775 25.2610884346464 25.6696999198781 -5.39029558657002 -10.7895965295484 -11.8298178458627 0.103042903858326 -9.72031862237628 -18.6849971366092 0.174998407044079 -0.473011958646739 0.088955066285093 1.70200313850169 1.57881837599976 -0.0120968307514173 -0.0177546791317481 -0.0211564441696007 -0.0645352327427039 -0.154510267365973 -0.284137352247913 0.983075008236456 -1.23310883804754 -3.47205609939756 -1.75533190123843 -2.45372239182996 -3.04017753624127 -2.66317583913283 0.0492030087590451 0.0809782416454015 2.84429561503558 8.9542778299759 0.252649917984098 5.67409624035309 1.33201296873616
50.8991979042249 51.7296537946648 27.7343808303402 39.0977225826629 25.1958970082663 25.6785088846992 -5.41780363333892 -10.9361592717944 -11.7765471332608 0.0881499336197965 -9.88708426403609 -18.6742953466488 0.121544558611479 -0.37629579070911 0.052917929032472 1.70606461235985 1.54920131442679 0.0209753859835663 -0.0143932891498189 -0.0204661919630619 -0.0597981159152252 -0.165518939155348 -0.385382302914648 0.980550851787708 -1.25877954777075 -3.47936090302161 -1.75122670332175 -2.45702143770819 -3.03178306741915 -2.6909055728621 0.0644191537785107 0.0595910290867453 2.92229378314592 8.95896856120737 0.213372059164286 5.66915870670373 1.47798492790214
51.4951169331068 52.9199411530306 26.9300632566439 40.2213758903466 25.6570117312019 26.9137272813103 -4.76121177497523 -11.8550261944664 -11.206869790987 0.577919440462994 -9.58053012122286 -17.8021574356651 -0.00692645495341335 0.492146107738857 -0.625110329999588 1.41817943361325 1.62128383847139 -1.29563458711833 -0.0106135812120496 -0.104682994036996 -0.0183653839125393 -0.154169915854613 -0.713989790946782 0.901295704401363 -0.775434225765727 -3.46642942869145 -1.61333608961484 -2.44413973701875 -3.06919455554253 -2.64020155659609 0.541183117225719 -0.0315032798397475 3.4942476836993 8.3481345228085 0.185140982544622 6.22716948097704 0.87451359922401
50.8928354525098 51.7472951684287 27.679611022667 38.9803485722141 25.1505864302903 25.7149887699169 -5.38491583630462 -10.9597684121168 -11.8847339520368 0.0708088263439642 -9.882668708144 -18.7216282495467 0.173843379405786 -0.400033075831103 0.0300009764226579 1.70905057241374 1.53899068828816 0.0251075425161203 -0.0166051882391096 -0.0232995417364166 -0.0605858354777234 -0.165197220169542 -0.292459890424373 1.01604333703168 -1.25681985608806 -3.47828642203195 -1.7597853370371 -2.45826208582715 -3.04486575322417 -2.69782218192097 0.00389655762603972 0.0710429347153771 2.8914098622299 8.97034920740909 0.208689574648171 5.64479322329736 1.54464026879321
50.8928354525098 51.7472951684287 27.679611022667 38.9803485722141 25.1505864302903 25.7149887699169 -5.38491583630462 -10.9597684121168 -11.8847339520368 0.0708088263439642 -9.882668708144 -18.7216282495467 0.173843379405786 -0.400033075831103 0.0300009764226579 1.70905057241374 1.53899068828816 0.0251075425161203 -0.0166051882391096 -0.0232995417364166 -0.0605858354777234 -0.165197220169542 -0.292459890424373 1.01604333703168 -1.25681985608806 -3.47828642203195 -1.7597853370371 -2.45826208582715 -3.04486575322417 -2.69782218192097 0.00389655762603972 0.0710429347153771 2.8914098622299 8.97034920740909 0.208689574648171 5.64479322329736 1.54464026879321
